Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
14.04.2009 02:10:00,982.03,7.54,282.16,5.59,87.4,10.41,9.09,1.31,5.78,9.26,1214.47,0.26,0.5,64.09
14.04.2009 02:20:00,982.05,7.45,282.07,5.47,87.2,10.34,9.02,1.32,5.73,9.18,1214.92,0.67,1.75,173.3
14.04.2009 02:30:00,982.04,7.23,281.85,5.35,87.8,10.19,8.94,1.24,5.68,9.11,1215.9,0.94,1.63,216
14.04.2009 02:40:00,981.98,7.07,281.69,5.32,88.6,10.08,8.93,1.15,5.67,9.09,1216.53,0.5,0.75,201.7
14.04.2009 02:50:00,982.05,7.01,281.63,5.31,88.9,10.03,8.92,1.11,5.67,9.08,1216.88,0.43,0.88,174.8
14.04.2009 03:00:00,982.11,6.81,281.42,5.14,89.1,9.9,8.82,1.08,5.6,8.98,1217.88,0.82,1.25,152.9
14.04.2009 03:10:00,982.1,6.54,281.15,4.94,89.5,9.71,8.69,1.02,5.52,8.85,1219.11,0.27,0.88,172.6
14.04.2009 03:20:00,982.18,6.28,280.88,4.73,89.8,9.54,8.57,0.97,5.44,8.72,1220.39,0.62,1.38,157
14.04.2009 03:30:00,982.24,6.14,280.73,4.81,91.2,9.45,8.62,0.83,5.47,8.77,1221.07,0.48,1.38,145
14.04.2009 03:40:00,982.24,6.1,280.69,4.84,91.6,9.42,8.63,0.79,5.48,8.79,1221.22,0.02,0.25,99.1
14.04.2009 03:50:00,982.24,6,280.59,4.82,92.1,9.36,8.62,0.74,5.48,8.77,1221.66,0.2,0.63,118
14.04.2009 04:00:00,982.24,6.04,280.63,4.87,92.2,9.38,8.65,0.73,5.5,8.81,1221.49,0.2,0.5,160.9
14.04.2009 04:10:00,982.14,5.95,280.55,4.74,91.9,9.32,8.57,0.76,5.45,8.73,1221.79,0.31,0.75,189.1
14.04.2009 04:20:00,982.11,5.81,280.41,4.6,91.9,9.24,8.49,0.75,5.39,8.64,1222.39,0.02,0.25,174.9
14.04.2009 04:30:00,982.11,5.71,280.31,4.57,92.4,9.17,8.47,0.7,5.38,8.63,1222.86,0.33,0.63,196.2
14.04.2009 04:40:00,982.12,5.75,280.35,4.71,93,9.19,8.55,0.64,5.43,8.71,1222.66,0.1,0.38,62.89
14.04.2009 04:50:00,982.12,5.66,280.26,4.59,92.8,9.14,8.48,0.66,5.39,8.64,1223.06,0.22,0.5,197.1
14.04.2009 05:00:00,982.08,5.64,280.25,4.62,93.1,9.13,8.5,0.63,5.4,8.65,1223.09,0.77,1.38,218.1
14.04.2009 05:10:00,982.12,5.57,280.17,4.61,93.5,9.08,8.49,0.59,5.4,8.65,1223.45,1.21,1.75,223.9
14.04.2009 05:20:00,982.12,5.46,280.06,4.51,93.6,9.01,8.44,0.58,5.36,8.59,1223.96,1.07,1.38,197
14.04.2009 05:30:00,982.24,5.31,279.9,4.37,93.6,8.92,8.35,0.57,5.31,8.5,1224.8,0.49,1,174.4
14.04.2009 05:40:00,982.24,5.24,279.83,4.29,93.6,8.87,8.31,0.57,5.28,8.46,1225.17,0.47,0.88,146.2
14.04.2009 05:50:00,982.27,5.24,279.83,4.28,93.5,8.88,8.3,0.58,5.27,8.45,1225.19,0.07,0.5,127.6
14.04.2009 06:00:00,982.36,5.41,279.99,4.4,93.2,8.98,8.37,0.61,5.32,8.52,1224.51,0.28,0.5,172.5
14.04.2009 06:10:00,982.37,5.85,280.43,4.76,92.7,9.26,8.59,0.68,5.45,8.74,1222.49,0.33,0.75,197.1
14.04.2009 06:20:00,982.4,6.37,280.95,5.06,91.3,9.6,8.76,0.84,5.57,8.92,1220.19,0.35,0.75,192.6
14.04.2009 06:30:00,982.47,6.83,281.41,5.07,88.5,9.91,8.77,1.14,5.57,8.93,1218.25,0.28,0.63,169.8
14.04.2009 06:40:00,982.5,7.31,281.89,5.08,85.7,10.24,8.78,1.46,5.58,8.93,1216.2,0.45,0.75,195.8
14.04.2009 06:50:00,982.61,7.31,281.88,4.9,84.6,10.24,8.67,1.58,5.5,8.82,1216.39,0.58,1.13,194.7
14.04.2009 07:00:00,982.65,7.42,281.99,4.9,84,10.32,8.67,1.65,5.51,8.82,1215.96,0.72,1.13,168.8
14.04.2009 07:10:00,982.73,7.51,282.07,4.96,83.8,10.38,8.7,1.68,5.53,8.86,1215.66,0.92,1.25,152.2
14.04.2009 07:20:00,982.83,7.6,282.15,5.04,83.8,10.45,8.76,1.69,5.56,8.91,1215.37,0.93,1.25,143
14.04.2009 07:30:00,982.84,8.26,282.82,5.48,82.6,10.93,9.03,1.9,5.73,9.19,1212.4,0.49,1,150.9
14.04.2009 07:40:00,982.82,9.98,284.55,6.15,77,12.28,9.45,2.82,6,9.62,1204.81,0.42,1.13,152.2
14.04.2009 07:50:00,982.82,10.82,285.39,6.19,73,12.99,9.48,3.51,6.02,9.65,1201.24,0.62,1.13,142.5
14.04.2009 08:00:00,982.84,11.05,285.62,6.15,71.7,13.19,9.46,3.73,6.01,9.62,1200.3,0.82,1.5,141.7
14.04.2009 08:10:00,982.77,10.9,285.48,6.22,72.8,13.06,9.5,3.55,6.04,9.67,1200.83,0.95,1.5,131.6
14.04.2009 08:20:00,982.78,11.26,285.84,6.37,71.8,13.37,9.6,3.77,6.1,9.77,1199.27,1.03,1.75,146.1
14.04.2009 08:30:00,982.73,11.85,286.43,6.69,70.6,13.91,9.82,4.09,6.24,9.99,1196.63,0.79,1.25,163.3
14.04.2009 08:40:00,982.73,13.01,287.6,6.98,66.74,15.01,10.02,4.99,6.36,10.19,1191.69,0.57,1.25,135.1
14.04.2009 08:50:00,982.76,13.79,288.38,7.21,64.4,15.79,10.17,5.62,6.46,10.35,1188.41,0.61,1.38,145.4
14.04.2009 09:00:00,982.84,14.63,289.22,7.45,62.01,16.68,10.34,6.34,6.57,10.52,1184.96,0.71,1.25,130.6
14.04.2009 09:10:00,982.85,14.54,289.13,7.52,62.66,16.58,10.39,6.19,6.6,10.57,1185.33,0.72,1.5,103.3
14.04.2009 09:20:00,982.85,15.11,289.7,7.79,61.55,17.2,10.59,6.61,6.73,10.77,1182.89,0.68,1.38,135.6
14.04.2009 09:30:00,982.85,15.73,290.32,8.02,60.06,17.9,10.75,7.15,6.83,10.94,1180.28,1.05,1.75,129.9
14.04.2009 09:40:00,982.84,15.58,290.17,8.08,60.89,17.73,10.79,6.93,6.86,10.98,1180.86,0.88,2,146
14.04.2009 09:50:00,982.85,16.03,290.62,8.19,59.63,18.25,10.88,7.37,6.91,11.07,1178.99,0.87,1.63,51.52
14.04.2009 10:00:00,982.81,15.87,290.47,8.16,60.12,18.06,10.86,7.2,6.9,11.05,1179.61,1.54,2.63,45.32
14.04.2009 10:10:00,982.73,15.92,290.52,8.35,60.71,18.12,11,7.12,6.99,11.19,1179.24,1.17,2.63,24.5
14.04.2009 10:20:00,982.73,16.68,291.29,8.36,57.85,19.02,11,8.02,6.99,11.19,1176.15,1.6,3.25,33.05
14.04.2009 10:30:00,982.73,16.48,291.09,7.95,56.98,18.78,10.7,8.08,6.8,10.89,1177.1,2.59,4.5,40.38
14.04.2009 10:40:00,982.71,16.56,291.17,7.87,56.39,18.87,10.64,8.23,6.76,10.83,1176.78,2.33,4,13.29
14.04.2009 10:50:00,982.65,16.93,291.55,7.77,54.72,19.32,10.57,8.75,6.72,10.76,1175.24,2.62,4.25,5.52
14.04.2009 11:00:00,982.61,17.29,291.91,8.11,54.74,19.77,10.82,8.95,6.88,11.01,1173.62,1.99,3.5,15.34
14.04.2009 11:10:00,982.54,17.62,292.25,8.01,53.25,20.18,10.75,9.44,6.83,10.94,1172.24,2.31,4.38,14.41
14.04.2009 11:20:00,982.47,17.88,292.52,8.11,52.72,20.52,10.82,9.7,6.88,11.01,1171.07,2.73,4.13,4.51
14.04.2009 11:30:00,982.46,17.91,292.55,7.94,52.03,20.56,10.69,9.86,6.8,10.89,1171,2.96,4.38,36.04
14.04.2009 11:40:00,982.38,18.03,292.67,8.22,52.64,20.71,10.9,9.81,6.93,11.1,1170.32,2.75,4.13,21.59
14.04.2009 11:50:00,982.33,18.3,292.95,8.36,52.23,21.07,11,10.06,7,11.2,1169.13,2.95,4.75,21.58
14.04.2009 12:00:00,982.24,18.53,293.19,8.25,51.12,21.37,10.92,10.45,6.95,11.12,1168.14,3.52,5.63,23.3
14.04.2009 12:10:00,982.19,18.54,293.2,7.98,50.13,21.38,10.72,10.66,6.82,10.91,1168.13,3.47,5,9.96
14.04.2009 12:20:00,982.16,18.76,293.43,7.84,48.98,21.68,10.62,11.06,6.75,10.81,1167.26,3.42,5.25,14.37
14.04.2009 12:30:00,982.15,18.82,293.49,7.83,48.77,21.76,10.61,11.15,6.75,10.81,1167.01,3.73,5.88,10.3
14.04.2009 12:40:00,982.15,19.11,293.78,8.05,48.63,22.16,10.78,11.38,6.85,10.97,1165.78,3.38,5.63,30.18
14.04.2009 12:50:00,982.15,19.23,293.9,8.08,48.36,22.33,10.8,11.53,6.87,10.99,1165.29,3.59,6.38,4.25
14.04.2009 13:00:00,982.14,19.27,293.94,8.01,48.02,22.38,10.75,11.63,6.84,10.94,1165.15,3.65,5.25,18.16
14.04.2009 13:10:00,982.16,19.51,294.18,8.15,47.75,22.72,10.85,11.87,6.9,11.05,1164.17,3.25,6.38,27.85
14.04.2009 13:20:00,982.15,19.62,294.29,8.23,47.69,22.87,10.91,11.97,6.94,11.11,1163.69,3.35,5.38,35.09
14.04.2009 13:30:00,982.14,19.63,294.3,8.17,47.45,22.89,10.86,12.03,6.91,11.06,1163.66,3.49,5.63,43.44
14.04.2009 13:40:00,982.08,19.78,294.46,8.33,47.55,23.1,10.99,12.12,6.99,11.19,1162.94,4.06,6.13,34.57
14.04.2009 13:50:00,982.02,19.52,294.2,8.3,48.2,22.73,10.96,11.78,6.97,11.16,1163.91,4.69,6.5,29.43
14.04.2009 14:00:00,981.92,19.64,294.33,8.34,47.97,22.9,10.99,11.92,6.99,11.19,1163.3,4.04,6.38,34.26
14.04.2009 14:10:00,981.85,19.64,294.34,8.29,47.83,22.9,10.95,11.95,6.97,11.16,1163.23,4.95,6.88,29.5
14.04.2009 14:20:00,981.84,19.74,294.44,8.41,47.91,23.05,11.04,12,7.02,11.25,1162.79,4.58,6.25,32.62
14.04.2009 14:30:00,981.82,19.93,294.63,8.62,48.03,23.32,11.2,12.12,7.13,11.41,1161.94,4.49,7.25,21.77
14.04.2009 14:40:00,981.79,20.01,294.72,8.58,47.66,23.43,11.17,12.27,7.11,11.38,1161.6,4.96,7.5,34.31
14.04.2009 14:50:00,981.78,19.81,294.51,8.43,47.76,23.15,11.05,12.09,7.03,11.26,1162.43,5.22,6.5,30.5
14.04.2009 15:00:00,981.79,19.9,294.6,8.49,47.69,23.28,11.1,12.18,7.06,11.31,1162.07,4.29,6.25,20.67
14.04.2009 15:10:00,981.8,19.99,294.69,8.49,47.44,23.41,11.1,12.3,7.06,11.31,1161.72,4.42,6.63,23.48
14.04.2009 15:20:00,981.83,20.02,294.72,8.58,47.64,23.45,11.17,12.28,7.11,11.38,1161.61,4.53,6.5,22.33
14.04.2009 15:30:00,981.82,20.05,294.75,8.59,47.59,23.49,11.18,12.31,7.11,11.39,1161.47,4.66,7.63,28.28
14.04.2009 15:40:00,981.83,20.03,294.73,8.65,47.83,23.46,11.22,12.24,7.14,11.43,1161.54,3.75,6,32.05
14.04.2009 15:50:00,981.82,20.18,294.88,8.73,47.66,23.68,11.29,12.4,7.18,11.5,1160.91,4.2,6.5,25.91
14.04.2009 16:00:00,981.81,20.17,294.87,8.74,47.7,23.67,11.29,12.38,7.18,11.5,1160.94,3.75,5.5,31.98
14.04.2009 16:10:00,981.82,20.19,294.89,8.66,47.41,23.7,11.23,12.46,7.15,11.44,1160.89,4.19,5.63,35.26
14.04.2009 16:20:00,981.92,20.41,295.11,8.76,47.09,24.02,11.31,12.71,7.2,11.52,1160.11,2.84,4.88,47.99
14.04.2009 16:30:00,981.91,20.56,295.26,8.81,46.81,24.24,11.35,12.9,7.22,11.56,1159.49,3.05,6,48.67
14.04.2009 16:40:00,981.88,20.42,295.12,8.64,46.67,24.04,11.22,12.82,7.14,11.42,1160.06,3.54,5.63,43.4
14.04.2009 16:50:00,981.94,20.36,295.05,8.03,44.93,23.95,10.76,13.19,6.84,10.96,1160.58,2.3,4.5,73
14.04.2009 17:00:00,981.93,20.13,294.82,7.67,44.46,23.61,10.5,13.11,6.68,10.69,1161.59,2.19,3.38,63.58
14.04.2009 17:10:00,981.98,20.13,294.82,7.02,42.52,23.61,10.04,13.57,6.38,10.22,1161.86,1.92,3.88,58.61
14.04.2009 17:20:00,981.99,20.36,295.05,7.13,42.25,23.95,10.12,13.83,6.43,10.3,1160.92,2.49,5,50.58
14.04.2009 17:30:00,981.95,20.33,295.02,7.29,42.79,23.9,10.23,13.67,6.5,10.42,1160.94,1.76,3,66.65
14.04.2009 17:40:00,981.98,20.25,294.94,6.62,41.06,23.78,9.77,14.02,6.21,9.95,1161.5,2.93,4.75,35.79
14.04.2009 17:50:00,981.96,20.03,294.72,6.36,40.89,23.46,9.59,13.87,6.1,9.77,1162.43,3.32,4.63,41.31
14.04.2009 18:00:00,982.01,19.89,294.58,6.49,41.62,23.26,9.68,13.58,6.15,9.86,1163.01,1.66,2.88,56.1
14.04.2009 18:10:00,982.08,19.62,294.3,6.36,41.93,22.87,9.59,13.28,6.1,9.77,1164.2,2.27,4.13,43.25
14.04.2009 18:20:00,982.1,19.23,293.9,6.38,43.04,22.33,9.61,12.72,6.11,9.78,1165.77,1.91,2.88,45.24
14.04.2009 18:30:00,982.22,19.03,293.69,6.54,44.07,22.05,9.72,12.33,6.18,9.89,1166.66,0.96,1.63,49.19
14.04.2009 18:40:00,982.31,18.83,293.48,6.65,44.94,21.78,9.79,11.99,6.22,9.96,1167.54,0.98,1.38,43.63
14.04.2009 18:50:00,982.36,18.58,293.23,6.66,45.7,21.44,9.8,11.64,6.23,9.97,1168.59,1,1.5,43.8
14.04.2009 19:00:00,982.44,18.37,293.01,6.65,46.25,21.16,9.79,11.37,6.22,9.96,1169.54,1.03,1.75,40.34
14.04.2009 19:10:00,982.52,18.13,292.76,7.29,49.09,20.84,10.23,10.61,6.5,10.41,1170.39,1.79,2.25,0.18
14.04.2009 19:20:00,982.64,17.95,292.57,7.51,50.39,20.61,10.38,10.22,6.6,10.57,1171.19,1.84,2.25,359.9
14.04.2009 19:30:00,982.72,17.81,292.42,7.7,51.49,20.43,10.52,9.91,6.68,10.7,1171.79,1.69,2.13,357
14.04.2009 19:40:00,982.8,17.47,292.08,7.91,53.4,19.99,10.68,9.32,6.78,10.86,1173.19,0.99,1.75,359.6
14.04.2009 19:50:00,982.89,16.98,291.58,7.87,54.92,19.38,10.64,8.74,6.76,10.83,1175.29,0.26,0.88,12.76
14.04.2009 20:00:00,982.98,16.44,291.03,7.79,56.53,18.73,10.59,8.14,6.73,10.77,1177.61,0.44,1.5,49.89
14.04.2009 20:10:00,983.07,16.27,290.85,7.8,57.16,18.53,10.59,7.94,6.73,10.77,1178.41,1.58,2.25,356.1
14.04.2009 20:20:00,983.1,16.27,290.84,7.91,57.59,18.53,10.67,7.86,6.78,10.85,1178.41,1.38,2,353.2
14.04.2009 20:30:00,983.19,15.94,290.51,7.94,58.94,18.14,10.69,7.45,6.79,10.87,1179.86,0.39,1.25,126.8
14.04.2009 20:40:00,983.22,15.38,289.94,7.87,60.8,17.5,10.64,6.86,6.76,10.82,1182.21,0.33,0.75,175.4
14.04.2009 20:50:00,983.22,15.1,289.66,7.9,62.06,17.19,10.67,6.52,6.78,10.85,1183.34,0.24,0.75,42.03
14.04.2009 21:00:00,983.22,14.79,289.35,7.86,63.11,16.85,10.63,6.22,6.75,10.81,1184.63,0.04,0.5,78.7
14.04.2009 21:10:00,983.27,14.33,288.88,7.78,64.7,16.35,10.58,5.77,6.72,10.76,1186.61,0,0.13,90.5
14.04.2009 21:20:00,983.34,14.17,288.71,7.84,65.61,16.19,10.62,5.57,6.74,10.8,1187.34,0.6,1.13,37.86
14.04.2009 21:30:00,983.35,14.15,288.69,7.85,65.74,16.17,10.63,5.54,6.75,10.81,1187.43,0.25,0.63,23.95
14.04.2009 21:40:00,983.39,13.71,288.25,7.84,67.59,15.71,10.62,5.09,6.74,10.8,1189.31,0.19,0.5,37.67
14.04.2009 21:50:00,983.46,13.37,287.9,7.77,68.81,15.37,10.57,4.79,6.71,10.75,1190.82,0.14,0.38,102.9
14.04.2009 22:00:00,983.52,13.04,287.56,7.73,70.1,15.04,10.54,4.5,6.69,10.72,1192.28,0.14,0.63,140.7
14.04.2009 22:10:00,983.59,12.89,287.41,7.67,70.5,14.89,10.5,4.39,6.67,10.67,1193.01,0.43,0.75,59.98
14.04.2009 22:20:00,983.58,12.74,287.26,7.67,71.2,14.74,10.5,4.25,6.67,10.67,1193.63,0.15,0.5,105.7
14.04.2009 22:30:00,983.59,12.46,286.97,7.58,72.1,14.48,10.44,4.04,6.63,10.61,1194.84,0.08,0.5,133
14.04.2009 22:40:00,983.64,12.11,286.62,7.51,73.4,14.15,10.38,3.76,6.59,10.56,1196.39,0.19,0.38,132.4
14.04.2009 22:50:00,983.71,11.68,286.18,7.29,74.4,13.75,10.23,3.52,6.49,10.4,1198.35,0.58,1.13,188.3
14.04.2009 23:00:00,983.71,11.34,285.84,7.08,75,13.44,10.08,3.36,6.4,10.25,1199.85,0.96,1.5,203.6
14.04.2009 23:10:00,983.72,11.08,285.58,7,75.9,13.21,10.03,3.18,6.37,10.19,1200.99,0.88,1.38,229.5
14.04.2009 23:20:00,983.73,10.95,285.45,6.93,76.2,13.1,9.98,3.12,6.34,10.15,1201.57,0.88,1.5,202.6
14.04.2009 23:30:00,983.79,10.7,285.19,6.82,76.9,12.88,9.91,2.98,6.29,10.07,1202.74,0.16,0.5,196.7
14.04.2009 23:40:00,983.83,10.42,284.91,6.87,78.6,12.64,9.94,2.71,6.31,10.1,1203.96,0.11,0.63,3.23
14.04.2009 23:50:00,983.84,10.23,284.71,6.81,79.3,12.48,9.9,2.58,6.28,10.06,1204.8,0.5,1,222.6
15.04.2009 00:00:00,983.87,10.17,284.65,6.76,79.3,12.43,9.86,2.57,6.26,10.02,1205.11,0.36,1.38,192
15.04.2009 00:10:00,983.92,10.08,284.56,6.74,79.7,12.36,9.85,2.51,6.25,10.01,1205.56,0.74,1.75,210.9
15.04.2009 00:20:00,983.87,9.93,284.41,6.72,80.4,12.24,9.84,2.4,6.24,10,1206.14,0.75,1.25,32.77
15.04.2009 00:30:00,983.92,9.99,284.47,6.82,80.6,12.29,9.9,2.38,6.28,10.06,1205.92,0.34,0.88,138.8
15.04.2009 00:40:00,983.88,9.76,284.24,6.67,81,12.1,9.8,2.3,6.22,9.96,1206.89,0.22,0.63,71.7
15.04.2009 00:50:00,983.87,9.53,284.01,6.55,81.6,11.91,9.72,2.19,6.17,9.88,1207.9,0.14,1,96.3
15.04.2009 01:00:00,983.88,9.23,283.71,6.4,82.4,11.67,9.62,2.05,6.1,9.78,1209.24,0.64,1,182.2
15.04.2009 01:10:00,983.9,8.86,283.33,6.26,83.7,11.38,9.53,1.86,6.05,9.68,1210.9,0.6,0.88,176.2
15.04.2009 01:20:00,984.01,8.59,283.05,6.22,85,11.18,9.5,1.68,6.03,9.66,1212.21,0.47,0.75,157.9
15.04.2009 01:30:00,984,8.34,282.8,6.13,85.9,10.99,9.44,1.55,5.99,9.59,1213.3,0.48,0.88,142.8
15.04.2009 01:40:00,984.02,8.12,282.58,6.04,86.7,10.83,9.39,1.44,5.95,9.54,1214.3,0.65,1.5,154.7
15.04.2009 01:50:00,984.02,7.88,282.34,5.96,87.6,10.65,9.33,1.32,5.92,9.48,1215.36,0.66,1.5,118.7
15.04.2009 02:00:00,984.08,7.76,282.21,5.95,88.3,10.56,9.33,1.24,5.92,9.48,1215.96,0.28,1,119.8
15.04.2009 02:10:00,984.08,7.72,282.17,5.98,88.7,10.53,9.34,1.19,5.93,9.5,1216.12,0.16,0.5,105.9
15.04.2009 02:20:00,984.08,7.66,282.11,5.92,88.7,10.49,9.31,1.19,5.9,9.46,1216.4,0.1,0.5,150.2
15.04.2009 02:30:00,984.04,7.55,282,5.89,89.2,10.41,9.29,1.12,5.89,9.44,1216.83,0.07,0.5,175.6
15.04.2009 02:40:00,984.09,7.65,282.1,6.07,89.7,10.48,9.4,1.08,5.97,9.56,1216.41,0.14,0.5,172.2
15.04.2009 02:50:00,984.15,7.54,281.99,5.91,89.4,10.41,9.3,1.1,5.9,9.45,1217.01,0.66,1.5,216.5
15.04.2009 03:00:00,984.15,7.3,281.74,5.79,90.1,10.24,9.22,1.01,5.85,9.37,1218.09,0.78,1.5,211.2
15.04.2009 03:10:00,984.15,7.23,281.67,5.8,90.6,10.19,9.23,0.96,5.85,9.38,1218.39,0.14,0.63,160.4
15.04.2009 03:20:00,984.17,7.16,281.6,5.7,90.4,10.14,9.17,0.97,5.81,9.31,1218.75,0.16,0.5,177
15.04.2009 03:30:00,984.18,7.04,281.48,5.69,91.1,10.06,9.16,0.89,5.81,9.31,1219.28,0.38,0.75,218.3
15.04.2009 03:40:00,984.19,7.05,281.49,5.75,91.4,10.06,9.2,0.87,5.83,9.34,1219.24,0.1,0.38,210.3
15.04.2009 03:50:00,984.2,6.95,281.38,5.61,91.2,9.99,9.11,0.88,5.78,9.26,1219.75,0.16,0.5,161.5
15.04.2009 04:00:00,984.2,6.8,281.23,5.45,91.1,9.89,9.01,0.88,5.71,9.15,1220.44,0.05,0.38,120.4
15.04.2009 04:10:00,984.19,6.62,281.05,5.3,91.3,9.77,8.92,0.85,5.65,9.06,1221.26,0.19,0.5,163.7
15.04.2009 04:20:00,984.19,6.55,280.99,5.35,92,9.72,8.94,0.78,5.67,9.09,1221.54,0.52,1.13,192.1
15.04.2009 04:30:00,984.23,6.26,280.7,5.11,92.3,9.53,8.8,0.73,5.58,8.94,1222.9,1.35,2.13,203.7
15.04.2009 04:40:00,984.27,5.98,280.41,4.89,92.7,9.35,8.66,0.68,5.49,8.8,1224.26,0.88,1.13,178.3
15.04.2009 04:50:00,984.28,5.85,280.27,4.84,93.2,9.26,8.63,0.63,5.47,8.77,1224.88,0.8,1.13,191.2
15.04.2009 05:00:00,984.29,5.91,280.34,4.96,93.6,9.3,8.71,0.6,5.52,8.85,1224.56,0.52,1.13,195.1
15.04.2009 05:10:00,984.31,5.82,280.25,4.86,93.5,9.24,8.64,0.6,5.48,8.78,1225,0.29,0.5,159.2
15.04.2009 05:20:00,984.33,5.77,280.19,4.84,93.7,9.21,8.63,0.58,5.47,8.77,1225.28,0.15,0.5,87
15.04.2009 05:30:00,984.44,5.71,280.12,4.76,93.6,9.17,8.58,0.59,5.44,8.72,1225.7,0.03,0.38,15.8
15.04.2009 05:40:00,984.48,5.72,280.13,4.81,93.9,9.18,8.62,0.56,5.46,8.75,1225.7,0.08,0.5,154.3
15.04.2009 05:50:00,984.58,5.75,280.15,4.85,93.9,9.2,8.64,0.56,5.47,8.77,1225.67,0.21,0.63,133.2
15.04.2009 06:00:00,984.66,5.9,280.29,4.9,93.3,9.29,8.67,0.62,5.49,8.8,1225.12,0.33,0.63,148.8
15.04.2009 06:10:00,984.7,6.15,280.55,5.06,92.7,9.46,8.77,0.69,5.56,8.9,1223.99,0.11,0.5,173.1
15.04.2009 06:20:00,984.7,6.7,281.09,5.35,91.1,9.82,8.95,0.87,5.67,9.09,1221.53,0.33,0.75,189.6
15.04.2009 06:30:00,984.71,7.08,281.48,5.32,88.5,10.08,8.92,1.16,5.66,9.06,1219.88,0.34,0.88,172.2
15.04.2009 06:40:00,984.71,7.57,281.97,5.47,86.5,10.43,9.02,1.41,5.72,9.16,1217.71,0.48,1,140.8
15.04.2009 06:50:00,984.76,7.88,282.28,5.51,84.9,10.65,9.04,1.61,5.73,9.18,1216.41,0.49,1,155.5
15.04.2009 07:00:00,984.82,8.02,282.41,5.3,82.9,10.75,8.91,1.84,5.65,9.05,1215.94,0.57,1.13,136.6
15.04.2009 07:10:00,984.82,8.31,282.7,5.57,82.8,10.97,9.08,1.89,5.76,9.22,1214.61,0.48,1,182.1
15.04.2009 07:20:00,984.86,8.68,283.07,5.59,80.9,11.25,9.1,2.15,5.77,9.24,1213.06,0.98,1.38,173.1
15.04.2009 07:30:00,984.93,9.09,283.48,5.8,79.8,11.56,9.23,2.34,5.85,9.37,1211.32,0.86,1.38,171.6
15.04.2009 07:40:00,984.95,9.86,284.25,5.97,76.7,12.18,9.34,2.84,5.92,9.48,1208,0.85,1.25,142.1
15.04.2009 07:50:00,984.98,10.27,284.66,6.09,75.2,12.52,9.41,3.1,5.97,9.56,1206.25,1.15,1.75,154.3
15.04.2009 08:00:00,984.99,10.47,284.86,6.28,75.2,12.69,9.54,3.15,6.05,9.69,1205.36,0.91,1.5,141.7
15.04.2009 08:10:00,984.98,11.47,285.86,6.79,72.9,13.56,9.89,3.67,6.27,10.04,1200.95,0.73,1.25,142.8
15.04.2009 08:20:00,985.05,12.23,286.62,7.14,71,14.26,10.12,4.13,6.42,10.28,1197.73,1.04,2,167.1
15.04.2009 08:30:00,985.05,13.01,287.41,7.4,68.66,15.01,10.3,4.7,6.53,10.46,1194.38,0.92,1.63,175.1
15.04.2009 08:40:00,985.06,13.49,287.89,7.58,67.37,15.49,10.43,5.05,6.61,10.59,1192.33,0.92,1.5,137.6
15.04.2009 08:50:00,985.06,13.84,288.24,7.61,65.99,15.84,10.45,5.39,6.63,10.61,1190.87,0.95,1.5,153.8
15.04.2009 09:00:00,985.06,14.42,288.82,7.69,63.93,16.45,10.52,5.93,6.67,10.68,1188.44,0.97,1.88,160.1
15.04.2009 09:10:00,985.06,15.2,289.6,7.62,60.5,17.3,10.47,6.83,6.64,10.63,1185.25,1.09,1.88,196.5
15.04.2009 09:20:00,985.06,15.6,290.01,7.54,58.62,17.75,10.4,7.34,6.6,10.56,1183.63,1.13,1.88,193.6
15.04.2009 09:30:00,985,15.75,290.16,6.85,55.37,17.92,9.92,8,6.29,10.07,1183.17,1.34,2.25,191.9
15.04.2009 09:40:00,984.94,16.45,290.87,6.63,52.17,18.74,9.78,8.96,6.2,9.93,1180.3,1.19,2.13,161.6
15.04.2009 09:50:00,984.97,17.22,291.64,6.79,50.24,19.68,9.89,9.79,6.27,10.04,1177.16,1.22,2.13,163.6
15.04.2009 10:00:00,984.97,17.67,292.09,7,49.53,20.25,10.03,10.22,6.36,10.18,1175.27,1.29,2.38,147.6
15.04.2009 10:10:00,984.95,18.07,292.5,7.06,48.5,20.76,10.07,10.69,6.38,10.22,1173.61,1.21,2.25,160.9
15.04.2009 10:20:00,984.94,18.54,292.97,6.81,46.28,21.38,9.9,11.49,6.27,10.05,1171.79,0.91,2.5,136.9
15.04.2009 10:30:00,984.86,19.05,293.49,5.8,41.8,22.08,9.23,12.85,5.85,9.37,1169.95,1.57,2.25,186.1
15.04.2009 10:40:00,984.79,19.29,293.73,5.25,39.63,22.41,8.88,13.53,5.63,9.02,1169.06,1.82,3.63,202.2
15.04.2009 10:50:00,984.69,19.46,293.91,4.81,38.02,22.65,8.61,14.04,5.46,8.74,1168.39,1.67,3.13,189.7
15.04.2009 11:00:00,984.58,19.95,294.42,4.98,37.33,23.35,8.72,14.63,5.52,8.85,1166.26,2.01,3.88,159.5
15.04.2009 11:10:00,984.46,20.06,294.54,4.84,36.73,23.51,8.63,14.87,5.47,8.77,1165.71,2.18,4.38,192.8
15.04.2009 11:20:00,984.35,20.57,295.06,5.19,36.47,24.26,8.85,15.41,5.61,8.99,1163.46,1,2.63,205.6
